date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Fri Nov 16 2018 15:42:31 GMT-0500 (Eastern Standard Time),,,Current Employee ,Lives up to the amazing reputation,I have been working at Jane Street full-time,0,"- Culture - Collaboration with brilliant people - Work balance - Fast moving, diverse projects",- Only working at a computer which is straining on the eyes.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO,jane_street
Mon Oct 22 2018 12:01:38 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great Place to Work!,I have been working at Jane Street full-time,1,"Supersmart people, enriching environment, lots of perks","really nothing to say here, just prepare for inferiority complex",,5.0,5.0,5.0,5.0,5.0,5.0,,,,jane_street
Tue Jan 16 2018 22:01:16 GMT-0500 (Eastern Standard Time),,, ,Trader,I worked at Jane Street,1,Nice working environment. Learned a lot of things,"The pace was a bit fast for me at the beginning, but got used to it later",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Neutral Outlook,No opinion of CEO,jane_street
Sun Aug 20 2017 06:59:11 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,"London, England",Current Employee ,Quant,I have been working at Jane Street full-time for less than a year,1,Work with the most talented people.,I can't find any cons at all,,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,jane_street
Mon Mar 20 2017 07:27:56 GMT-0400 (Eastern Daylight Time),,, ,Good,I worked at Jane Street,0,"Food, people, management, perks, etc",Nothing much to say here,,5.0,,,,,,,,,jane_street
Tue Feb 14 2017 04:01:39 GMT-0500 (Eastern Standard Time),,, ,Trading Intern,I worked at Jane Street,1,"Nice People, Intelligent lots of benefits","Bit geeky, very few girls",,5.0,,,,,,,,,jane_street
Sun Oct 02 2016 04:58:34 GMT-0400 (Eastern Daylight Time),,"London, England"," in London, England",Good place to work if you can get in,I worked at Jane Street for less than a year,19,"Good culture, resources, learning opportunities. Lots of opportunities to work on cool projects and develop skills. It's also resume gold. Every interview I've had since then has asked about my time at Jane Street.","Lots of egos, occasionally very difficult people to work with. Rooms filled with ""the smartest person in the room."" Competitive and at times very cut-throat environment. You will need",,4.0,,,,,,Recommends,Neutral Outlook,No opinion of CEO,jane_street
Tue Oct 18 2016 08:20:53 GMT-0400 (Eastern Daylight Time),,"Toronto, ON"," in Toronto, ON",Bad,I have been working at Jane Street,8,"None, they need to revamp their management for new hires","Lots - bad management, working hours, pay, etc",,2.0,,,,,,,,,jane_street
Mon Aug 22 2016 01:23:41 GMT-0400 (Eastern Daylight Time),,Hong Kong,Current Employee ,recommand,I have been working at Jane Street part-time for less than a year,0,working with smartest people,"no cons, everything seems perfect.",,5.0,5.0,5.0,5.0,5.0,5.0,,,,jane_street
Thu Apr 07 2016 14:09:53 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Jane Street,I have been working at Jane Street full-time,1,"Lovely people, the food is tasty and there's always something to be do. Everyone there is pretty young and they have a solid culture","Can get tiring, some days are pretty tedious but I guess it's the same with any job. Staring at screens burns your eyes",,4.0,3.0,5.0,3.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO,jane_street
Wed Mar 30 2016 13:12:58 GMT-0400 (Eastern Daylight Time),,,Former Employee ,A tough nut with a sweet kernel,I worked at Jane Street full-time,3,"Amazing tech: stable, solid, innovative. Decent benefits and comp. Business model proven and effective.","Very difficult to get into, technologically and culturally. OCaml is a big stumbling block for discovery and self-learning on the job, Culture of ""genius"" (people pretending enormous intelligence by refusing to answer simple questions).",,4.0,3.0,4.0,4.0,4.0,2.0,Recommends,Positive Outlook,No opinion of CEO,jane_street
Fri Oct 16 2015 06:23:25 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Technologist,I worked at Jane Street full-time,2,"Great people, and great stimulus to grow and learn new things. The food is amazing, and there is a decent work/life balance.","Mobility within the firm is encouraged, but only between certain groups.",,5.0,4.0,5.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,jane_street
Thu Nov 05 2015 14:27:21 GMT-0500 (Eastern Standard Time),,, ,Trading Intern,I worked at Jane Street,0,"High salary, challenging environment, fun","Intense workload, just an intern",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,jane_street
Thu Mar 05 2015 08:54:35 GMT-0500 (Eastern Standard Time),,, ,Trading Intern,I worked at Jane Street,0,Interesting work and bright people,Never wanted to leave the office,,5.0,,,,,,,,,jane_street
Mon Nov 17 2014 02:08:47 GMT-0500 (Eastern Standard Time), Developer,"London, England",Current Employee ,Great company to work for,I have been working at Jane Street full-time,7,"Great compensation & People to work with, interesting problems to solve, work never becomes routine","Can't really think of any, but if you just like to be told what to do this is probably not the best place for you to look for as a good part of your progress will depend on your proactivity",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,,Approves of CEO,jane_street
Mon Oct 07 2013 03:51:05 GMT-0400 (Eastern Daylight Time), Software Development Engineer,Hong Kong,Current Employee ,"Software Development Engineering, Full Time",I have been working at Jane Street full-time,10,"A good salary. Besides, it is a financial company emphasizing on technology. Work rotation between New York, London, Hong Kong is very good.",The only cons I can give may be that its interview is a little hard and it can provide much exposure.,,5.0,4.0,4.0,5.0,5.0,4.0,,,,jane_street
Mon May 13 2013 01:23:28 GMT-0400 (Eastern Daylight Time), Junior Trader,Central,Current Employee ,Cool company with a lot of smart guys,I have been working at Jane Street full-time for less than a year,8,working with a lot of smart people,Ocaml...working hour is a bit long in HK office,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,jane_street
Sun Nov 11 2012 22:10:53 GMT-0500 (Eastern Standard Time),,, ,Amazing company to work for,I worked at Jane Street,0,"Young like minded people, great working environment","None really, I am very happy with the job",,5.0,,,,,,,,,jane_street
Sat Sep 29 2012 06:50:24 GMT-0400 (Eastern Daylight Time),,, ,interesting,I worked at Jane Street,5,"great pay, work life balance, very intellectual, challenging, and interesting work. Laid back environment, lots of food around. employees are happy","pretty intense competitively, nerdy culture. your social currency is your intelligence and mathematical aptitude to some extent. lacking good management",,4.0,4.0,3.0,3.0,5.0,2.0,,,,jane_street
Sat Nov 27 2010 14:38:09 GMT-0500 (Eastern Standard Time),,,Trader ,junior trader,I worked at Jane Street,0,"if you do well at Jane Street, you'll easily make six figures. The partners make seven figures.",proprietary firms are small and have limited resource,,3.0,3.0,3.0,3.0,3.0,,,,,jane_street
Tue Oct 12 2010 08:29:16 GMT-0400 (Eastern Daylight Time),,, ,Tough interviews,I have been working at Jane Street,0,Good salary in this job,Long hours of work in this job,,3.0,3.0,3.0,3.0,3.0,,,,,jane_street
Mon May 03 2010 10:38:53 GMT-0400 (Eastern Daylight Time),,,Trader ,Jane St Capital Trading,I worked at Jane Street,5,The payout is very very satisfying. It is very challenging. You are working in an environment with a lot of very very smart people.,"You are constantly challenging yourself, your peers are the smartest people in the world. In the beginning, it is extremely hard to make money. Almost all traders fail at the start, but they teach you how to later be very profitable.",,5.0,5.0,4.0,5.0,5.0,,Recommends,,,jane_street
Fri Mar 19 2010 23:08:17 GMT-0400 (Eastern Daylight Time),,, ,Okay,I have been working at Jane Street,0,Great salary and smart people,Long hours and not the best work environement,,4.0,4.0,4.0,4.0,4.0,,Recommends,,,jane_street
Sat May 02 2020 23:48:48 GMT-0400 (Eastern Daylight Time), Analyst,"Houston, TX",Former Employee ,Great place to work,I worked at Millennium full-time,0,Smart people and fast pace environment.,"None, I enjoyed my tenure.",,5.0,,,,,,,,,millenium
Wed May 06 2020 17:13:51 GMT-0400 (Eastern Daylight Time), Equity Analyst,"New York, NY",Current Employee ,Not the best place to work as analyst,I have been working at Millennium full-time for more than 3 years,0,Company is only focused on the PMs. The payouts are great for the PMs.,Mgmt could care less about the analysts. If the PM does well then Senior Mgmt is happy with the analysts. Senior Mgmt doesn’t have any way of judging how good the analysts are.,,2.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,millenium
Thu Apr 30 2020 07:32:00 GMT-0400 (Eastern Daylight Time), Operations Analyst,"New York, NY",Former Employee ,Not a great working environment,I worked at Millennium full-time for more than a year,0,"Autonomy to initiate and drive projects. Great tech resources. Very intelligent colleagues. Pays very well, along with generous severance. Excellent name to have on our resume, will open many doors.","Poor management. As it's very silo'd, the management experience may differ among Ops teams. In my experience, the management style was fear based with constant criticism. No written annual review process. Women's ideas and opinions were not valued. Not many opportunities for internal mobility. Cliquey atmosphere.",,2.0,3.0,1.0,2.0,5.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,millenium
Thu Apr 23 2020 08:22:13 GMT-0400 (Eastern Daylight Time), Software Engineer,"New York, NY",Current Employee ,Great working environment,I have been working at Millennium full-time for more than a year,0,"Great working environment, sharp colleagues who are strong technically and laid back.","Place is slowly turning into a bank, increasing levels of bureaucracy.",,4.0,3.0,4.0,5.0,4.0,1.0,Recommends,Positive Outlook,,millenium
Mon Mar 30 2020 15:30:26 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"New York, NY",Former Employee ,Overall a nice company to work for,I worked at Millennium full-time for more than 5 years,0,"Good team atmosphere, free to choose the technology to implement things in, good salary, decent working hours","Groups are pretty insulated, there is not too much intra-company interactions.",,4.0,5.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Mon Mar 16 2020 07:59:22 GMT-0400 (Eastern Daylight Time), Quantitative Research Analyst,"Old Greenwich, CT",Current Employee ,Very good company,I have been working at Millennium full-time for more than 5 years,0,"Flexible atmosphere, nice service and people","strong risk control, lack of lectures",,5.0,5.0,5.0,5.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Thu Mar 05 2020 08:52:21 GMT-0500 (Eastern Standard Time), Financial Planning and Analysis,"New York, NY",Former Employee ,Millennium Management,I worked at Millennium full-time for more than a year,0,"Great Learning Curve, Great communication","Slow Adaptability, Complex Structure",,5.0,4.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Tue Nov 05 2019 15:43:26 GMT-0500 (Eastern Standard Time), Trader,"New York, NY",Current Employee ,great,I have been working at Millennium full-time for less than a year,0,"love it, really great place to work","very competitive, long hours",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Sun Oct 13 2019 16:10:01 GMT-0400 (Eastern Daylight Time), Linux Systems Engineer,,Former Employee ,Linux Systems Engineer,I worked at Millennium full-time for less than a year,1,Great team! Lots to learn and work on.,Nothing that I can think of,,4.0,5.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO,millenium
Thu Sep 12 2019 10:51:00 GMT-0400 (Eastern Daylight Time), Internal Audit,,Former Employee ,"Hard to get in, but great place to work",I worked at Millennium full-time for more than 5 years,0,Highly Competitive Pay Dynamic Work Great People,Weak Communication from Leadership High churn for even decent performers Not a lot of advancement across the organization,,5.0,4.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Mon Aug 26 2019 13:23:54 GMT-0400 (Eastern Daylight Time), IT Analyst,,Current Employee ,Good place to work,I have been working at Millennium full-time,0,Good place to work,Nothing in particular to be specific.,,4.0,,,,,,,,,millenium
Sat Aug 24 2019 08:32:57 GMT-0400 (Eastern Daylight Time), Analyst,"New York, NY",Former Employee ,Extremely well run,I worked at Millennium full-time for more than a year,1,Extremely well run company. No real complaints or issues. Massive upside if you're in the right seat.,"No real cons. This is a tough place to work, but learn the game and stay afloat, you can make real money.",,4.0,3.0,4.0,5.0,5.0,4.0,Recommends,,Approves of CEO,millenium
Thu May 16 2019 07:50:26 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Millennium full-time for more than a year,0,"Smart people, great place , good comp","terrible hours, nice pay though",,3.0,2.0,4.0,3.0,3.0,4.0,,,,millenium
Tue Apr 23 2019 14:47:02 GMT-0400 (Eastern Daylight Time), Operations,,Former Employee ,"Rewarding work, but difficult to grow",I worked at Millennium full-time for more than 5 years,0,A sense of autonomy that allowed individuals to drive projects and create their own success.,It's unclear if management values the career growth/aspirations of individuals within operations/middle office,,4.0,4.0,2.0,3.0,5.0,3.0,,,,millenium
Tue Apr 02 2019 20:24:20 GMT-0400 (Eastern Daylight Time), Programmer Analyst/Trader Assistant,"New York, NY",Former Employee ,Very well run pleasant place to work. Friendly helpful staff.,I worked at Millennium full-time for more than 10 years,0,"Working in the trading area, there was very little politics. The only thing that mattered was the profitability of your group.","If you trading group had a bad year or two, you were out.",,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Sun Feb 24 2019 19:28:34 GMT-0500 (Eastern Standard Time),,,Former Employee ,Opportunity to learn but bad work/life balance,I worked at Millennium full-time for more than a year,0,"For a firm this size, there are lots of opportunity to learn different technology. Compensation and benefits are on par with other hedge fund of this size.",No growth opportunity and bad work life balance. Teams are very siloed and lots of duplicated work and overlapping responsibilities.,,3.0,1.0,3.0,2.0,3.0,4.0,Recommends,Neutral Outlook,No opinion of CEO,millenium
Sat Jan 19 2019 14:42:56 GMT-0500 (Eastern Standard Time),,,Summer Analyst ,Great experience,I worked at Millennium for less than a year,0,Great culture and team,Quite intense and sometimes work life balance isn’t good,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Mon Dec 31 2018 19:53:01 GMT-0500 (Eastern Standard Time),,,Summer Analyst ,Big Company,I worked at Millennium for less than a year,1,"A big shop, plenty of people to meet, great location. Friendly enough people given the line of work. Good opportunities for advancement, but a very competitive environment (in a good way, friendly competition).","The office was a bit plain, but apparently they will be relocating as they expand a bit.",,5.0,4.0,4.0,5.0,4.0,5.0,,,,millenium
Sun Jan 13 2019 19:35:29 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great place to work,I have been working at Millennium full-time,0,Independence and opportunities to work your own way. Honesty from management.,"Not a ton of growth, salary tied to firm performance.",,4.0,4.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Thu Dec 06 2018 09:13:09 GMT-0500 (Eastern Standard Time),,, ,Internship Program,I worked at Millennium,0,"challenges you, you can meet other interns in the program and learn from them as well. good compensation.","Company culture is not consistent among different teams, a little hard to adjust to this kind of environment",,3.0,3.0,2.0,3.0,4.0,4.0,Doesn't Recommend,,Approves of CEO,millenium
Thu Oct 18 2018 20:28:25 GMT-0400 (Eastern Daylight Time), Senior Portfolio Manager,"New York, NY",Former Employee ,Former Portfolio Manager,I worked at Millennium full-time for more than 3 years,15,High payouts - they leave you alone to manage your portfolio as you please (within limits),"When I say they leave you alone, I mean completely alone - there is no support whatsoever in terms of understanding what's going in the market. Trading execution is terrible as you compete for flow with other traders (including the quants. Everyone is a number - you could be fired tomorrow and no one will care.",,2.0,2.0,1.0,3.0,5.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,millenium
Sat Oct 06 2018 12:14:45 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Best multi-manager shop,I have been working at Millennium full-time,0,"Great infrastructure, unlimited capital, no interference on your investment process.","Firm is so big (for a hedge fund) that teams can feel silo'd from each other. Facilities/workspace are substandard, definitely worse than at competitors.",,5.0,4.0,3.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Mon Oct 01 2018 06:19:50 GMT-0400 (Eastern Daylight Time), Operations,"New York, NY",Current Employee ,Learned a lot,I have been working at Millennium full-time for more than 3 years,0,Experience can be gained throughout all aspects of the HF business,"No growth opportunities, very silo'd",,3.0,3.0,2.0,3.0,4.0,3.0,,,,millenium
Thu Aug 23 2018 15:05:34 GMT-0400 (Eastern Daylight Time),,,Internship ,Solid Hedge Fund,I worked at Millennium,0,"Tier one hedge fund. High quality, very risk conscientious",Not really any. Not a super formal internship program.,,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Aug 22 2018 17:21:53 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Middle Office,I have been working at Millennium full-time,0,Long track record of strong investment performance,Non efficient infrastructure model and bifurcated responsibilities,,5.0,3.0,5.0,2.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO,millenium
Fri Aug 17 2018 08:30:18 GMT-0400 (Eastern Daylight Time),,, ,Project Management,I have been working at Millennium,0,"Great pay, good hours. Teams are at the mercy of the team leads rules - good thing for some, bad thing for others. Good balance of BAU and new projects.","Communication between towers needs work, more focus on discussion rather than competition.",,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Aug 15 2018 15:09:42 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Mlp,I have been working at Millennium full-time,0,Good pay....good hours....good culture. Good management,Small teams. Low opportunity for growth.,,5.0,5.0,,,,,,,,millenium
Fri Aug 24 2018 21:00:24 GMT-0400 (Eastern Daylight Time),,,Current Employee ,PM Role,I have been working at Millennium full-time,1,"Cleanest model of business for a portfolio manager with top line expenses, strong infrastructure and reasonable risk limits","No sense of culture. Internal politics amongst management. Bit stuck in the past with adoption of technology, innovation and creativity lacking relative to peers.",,4.0,3.0,2.0,2.0,5.0,4.0,,,,millenium
Tue Jul 17 2018 18:44:50 GMT-0400 (Eastern Daylight Time),,"New York, NY","Senior Building Engineer in New York, NY",Very good work environment. recommended.,I worked at Millennium for less than a year,0,I worked there for eight months on contract basis. People are very knowledgeable and friendly. Weekly team meeting helps members to stay on same page. Complementary launch on Friday. Wine test once in a month,Nothing to add as cons.,,5.0,4.0,5.0,5.0,4.0,4.0,Recommends,,,millenium
Mon Apr 23 2018 12:53:07 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Millennium full-time,3,Good resources and infrastructure. Respected brand.,increased middle management creates bureaucracy. become just another cog in the wheel,,3.0,3.0,2.0,4.0,4.0,2.0,Recommends,Neutral Outlook,Approves of CEO,millenium
Tue Apr 03 2018 15:06:25 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Impressive Process,I have been working at Millennium full-time,3,"The recruiting process was very quick and transparent. I met with 8 people in one week- spread out across 3 days. They were very flexible/accommodating to my work schedule as it was difficult for me to break away from my current full-time job to come in. The interviews themselves felt like conversations and not your ""typical Q&amp;A interview"". Everyone I met with was friendly and down to earth which helped the conversation flow and allowed me to feel comfortable in asking any questions I had. The team seemed genuine and I got a great sense for their culture. I walked away from the first meeting wanting the job.","The interview process itself was quick but the feedback on a final decision took a bit longer- I don't hold this against the company however. I was the first candidate they met with for a ""back-fill"" position and the team needed time to get through additional candidate interviews. Given their transparency from the beginning, I was prepared in knowing the final decision would take time.",,5.0,,,,,,Recommends,,,millenium
Wed Apr 04 2018 06:23:09 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Great people and work,I have been working at Millennium full-time for more than a year,0,"The people here are brilliant and come from the best firms across the street, yet everybody is thoughtful and approachable. Millennium is on the cutting edge of almost every area in hedge fund investing, so the problems you get to work on are both challenging and rewarding.",The ethos of the company is fairly Spartan. There aren't a lot of perks or luxurious office space.,,5.0,5.0,4.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Tue Apr 03 2018 06:54:51 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Excellent team,I have been working at Millennium full-time,0,"Great team with strong, experienced management. Culture is collaborative while employees have freedom to solve problems their own way, which is not an easy balance to achieve. Business is mature with long, successful track record.",Office space is nothing to write home about.,,4.0,4.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Tue Mar 20 2018 14:57:56 GMT-0400 (Eastern Daylight Time), Investment Analyst,"New York, NY",Former Employee ,Investment analyst,I worked at Millennium full-time,0,Can scale pay quickly if team performs well,No support from management - investment teams are on their own. Zero ability of management to track team member performance outside of entire team P&amp;L,,3.0,4.0,2.0,3.0,4.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,millenium
Mon Mar 05 2018 23:30:38 GMT-0500 (Eastern Standard Time), Analyst,"New York, NY",Former Employee ,A graveyard for analyst careers,I worked at Millennium full-time for more than 3 years,16,Great corporate and sell-side access Decent amount of independence/ flexibility for portfolio managers,Turnover is absurdly high PMs are treated like a number. Analysts are treated like they don't even exist - no attempt is made to train or retain analysts. If your PM gets fired you're sol Compensation for analysts is terrible The Millennium name is a taint on your resume to reputable firms Basically a body shop lower - common denominator employer in hedge fund land Facilities are gross,,1.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,millenium
Tue Feb 13 2018 16:16:03 GMT-0500 (Eastern Standard Time),,,Current Employee ,Tech support,I have been working at Millennium full-time,1,"OK pay
Free food on Friday","no growth
sit at desk all day , answer calls",,3.0,2.0,3.0,1.0,3.0,3.0,Doesn't Recommend,Negative Outlook,Approves of CEO,millenium
Wed Jan 31 2018 18:31:39 GMT-0500 (Eastern Standard Time),,"New York, NY",Current Employee ,Outstanding Firm,I have been working at Millennium full-time for more than 10 years,0,"Career opportunities, develop talent internally",All hedge funds and financial services in general are demanding environments - just be aware of that,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Fri Dec 01 2017 18:07:22 GMT-0500 (Eastern Standard Time), IT Engineer,"New York, NY",Former Employee ,not transparent or truthful or current tech,I worked at Millennium full-time for more than a year,4,really nice people in the trenches,profess pillars of communication and collaboration whist practicing obstinacy and underhandedness - no room for growth. best if you are a man. women are second class.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,millenium
Tue Oct 10 2017 19:18:32 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Honest and and Fair,I have been working at Millennium full-time,1,Portfolio managers at millennium have amongst the highest payouts on the street in exchange for tight risk limits,Illiquid strategies have a short shelf life,,5.0,5.0,1.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Thu Sep 14 2017 22:56:57 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Data Analyst Intern,I worked at Millennium full-time,0,"Finance environment, integrity, discipline, excellence","work life balance, more working hours in certain projects",,4.0,,,,,,,,,millenium
Mon Aug 07 2017 13:04:16 GMT-0400 (Eastern Daylight Time),,,Current Employee ,General Overview,I have been working at Millennium full-time,1,You will work with bright intelligent people. People are willing to help you to achieve your goals and help you to raise your knowledge. You will get fair compensation and financial recognition.,"Way too many management layers , company become more type of institutional versus hedge fund. Not much ability to grow professionally. Training rarely granted or encouraged",,3.0,3.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,millenium
Mon Jun 19 2017 09:24:18 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Excellent,I worked at Millennium full-time for more than 5 years,1,Millennium Management is a great firm.,Not applicable - no relevant cons.,,5.0,,,,,,,,,millenium
Tue Jun 13 2017 15:07:07 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Senior Research Analyst,I have been working at Millennium full-time,1,Payout is best in business,Working conditions and PM selection are terrible,,1.0,3.0,1.0,5.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,millenium
Mon Apr 24 2017 06:33:12 GMT-0400 (Eastern Daylight Time), Analyst,"New York, NY",Former Employee ,Analyst,I worked at Millennium full-time for more than a year,0,"Flat org, little bureaucracy, investment teams have lots of autonomy to make decisions, good access to sell-side and decent access to company management, good payouts","high pressure/stress, very short term investment horizon, lots of turnover, rivalry between investment teams,",,3.0,2.0,2.0,2.0,4.0,3.0,Neutral Outlook,,Approves of CEO,millenium
Fri Mar 10 2017 17:33:46 GMT-0500 (Eastern Standard Time), Senior Business Analyst,"New York, NY",Former Employee ,Senior Business Analyst,I worked at Millennium full-time for more than 8 years,6,Extremely successful buyside hedge fund. Considered top 3 fund in NY - probably number one for longevity and consisten returns 14% over 25 years.,"Has become more institutionalized in recent years. Operates more closely to a large bank than small creative Hedge Fund. From a data perspective, is very much reactionary than proactive when it comes to data procurement strategies.",,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Mar 01 2017 10:33:10 GMT-0500 (Eastern Standard Time),,,Former Employee ,Excellent environment,I worked at Millennium full-time,0,"Leave u alone, owner is a special person, You go at your own pace and they really leave it up to you as far as how uch money you manage",dont necessarily let you go in a different direction if that is what you want to pursue,,5.0,4.0,4.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Tue Feb 28 2017 05:57:45 GMT-0500 (Eastern Standard Time),,,Former Employee ,"Great Place to Work, Not a Place with Clear Defined Career Paths",I worked at Millennium full-time,0,"Incredible people - smart, driven, best in class","High turnover, number of key personnel changes, very short rope to hang yourself with",,4.0,4.0,2.0,4.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO,millenium
Sat Feb 04 2017 09:07:19 GMT-0500 (Eastern Standard Time),,,Current Employee ,"very good salaries, very good equipment",I have been working at Millennium full-time,2,"very good salaries, very good equipment , wfh , flexible hours",nothing in my mind now,,5.0,,,,,,,,,millenium
Wed Jan 18 2017 15:03:01 GMT-0500 (Eastern Standard Time),,, ,Excellent,I worked at Millennium,0,"Very professional, our team was close, great resources, phenomenal experience.","None, I had a very good experience. Maybe a corporate event amongst all the different departments so we could get to know each other a little more, but that's about it.",,5.0,,,,,,,,,millenium
Fri Jan 13 2017 07:45:43 GMT-0500 (Eastern Standard Time),,"New York, NY","Risk Management Analyst in New York, NY",Great place,I worked at Millennium,0,Good hours good people good atmosphere,No room for growth too much favorites,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Sun Jan 29 2017 11:48:50 GMT-0500 (Eastern Standard Time),,,Former Employee ,"odd place, no career path",I worked at Millennium full-time,3,large fund so access to decent resources across street,"management could care less about developing or retaining talent, lot of PMs unfit to manage a team, zero culture or character",,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,millenium
Wed Nov 02 2016 14:23:11 GMT-0400 (Eastern Daylight Time),,"New York, NY","Portfolio Manager in New York, NY",well managed fund,I have been working at Millennium for more than 5 years,3,"flexible hours, can work from home, steady AUM growth","tight risk management, short leash",,4.0,4.0,3.0,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,millenium
Mon Oct 31 2016 08:01:30 GMT-0400 (Eastern Daylight Time),,, ,Compliance Intern,I worked at Millennium,0,Very impressive company in terms of quality of employees and internal infrastructure.,Not a very collaborative environment,,4.0,4.0,3.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Oct 05 2016 09:57:09 GMT-0400 (Eastern Daylight Time),,, ,Experience,I have been working at Millennium,0,good firm committed to growth,there is limited internal mobility,,4.0,4.0,4.0,4.0,4.0,4.0,,,,millenium
Thu Sep 01 2016 06:15:58 GMT-0400 (Eastern Daylight Time),,, ,research analyst,I worked at Millennium,1,"if you do well, you get paid well","no culture, fire people quick",,2.0,3.0,1.0,3.0,4.0,2.0,Doesn't Recommend,,,millenium
Sun Jul 17 2016 20:37:18 GMT-0400 (Eastern Daylight Time), Intern,"New York, NY",Current Employee ,Good firm,I have been working at Millennium full-time,4,"It's a good place to learn if you are up for doing real work as intern. My team lets me dive into work straightaway, and I could see results immediately.",There is not much diversity in the firm in terms of people - same as many similar investment firms.,,4.0,,,,,,Recommends,Positive Outlook,Approves of CEO,millenium
